epoch,accuracy,loss,val_accuracy,val_loss
0,0.4736842215061188,10.34359359741211,0.3333333432674408,10.316559791564941
1,0.7894737124443054,9.38836669921875,0.5,9.932692527770996
2,0.8947368264198303,8.83719253540039,0.6666666865348816,9.500349998474121
3,0.8771929740905762,8.406546592712402,0.6666666865348816,9.081511497497559
4,0.9649122953414917,7.916852951049805,0.6666666865348816,8.661630630493164
5,0.9649122953414917,7.497146129608154,0.5,8.244294166564941
6,0.9561403393745422,7.150842666625977,0.3333333432674408,7.895601272583008
7,0.9736841917037964,6.747873306274414,0.3333333432674408,7.543078899383545
8,0.9561403393745422,6.480758190155029,0.5,7.227357864379883
9,0.9824561476707458,6.073692798614502,0.5,6.990442276000977
10,0.9649122953414917,5.8445329666137695,0.5,6.616230487823486
11,0.9824561476707458,5.468711853027344,0.5,6.234908580780029
12,0.9736841917037964,5.211635589599609,0.5,5.960676670074463
13,0.9912280440330505,4.92791223526001,0.5,5.872254848480225
14,0.9649122953414917,4.765389919281006,0.5,5.8864827156066895
15,0.9912280440330505,4.488352298736572,0.3333333432674408,5.844858169555664
16,0.9824561476707458,4.26732873916626,0.3333333432674408,5.637566566467285
17,0.9824561476707458,4.06406307220459,0.3333333432674408,5.352899074554443
18,0.9649122953414917,3.898742198944092,0.3333333432674408,4.664087295532227
19,0.9385964870452881,3.8922295570373535,0.6666666865348816,4.385946273803711
20,0.9385964870452881,3.70194149017334,0.3333333432674408,4.518097877502441
21,0.9298245906829834,3.586507797241211,0.5,4.292572975158691
22,0.9385964870452881,3.361668348312378,1.0,3.9860646724700928
23,0.9736841917037964,3.1692073345184326,0.5,3.8505446910858154
24,0.9736841917037964,3.0542385578155518,0.6666666865348816,3.8364429473876953
25,0.9912280440330505,2.923866033554077,0.6666666865348816,3.8623855113983154
26,0.9824561476707458,2.821563482284546,0.6666666865348816,3.7369611263275146
27,0.9912280440330505,2.730879783630371,0.5,3.5880494117736816
28,0.9561403393745422,2.6779961585998535,0.5,3.754427194595337
29,0.9824561476707458,2.5376768112182617,0.5,3.6111900806427
30,0.9824561476707458,2.4536027908325195,0.5,3.485273599624634
31,1.0,2.339667320251465,0.5,3.444498062133789
32,0.9824561476707458,2.252042770385742,0.5,3.682765007019043
33,0.9736841917037964,2.2596895694732666,0.5,3.6663691997528076
34,0.9385964870452881,2.251385450363159,0.5,3.747237205505371
35,0.9824561476707458,2.1002278327941895,0.5,3.9416046142578125
36,0.9824561476707458,2.0033974647521973,0.5,3.9787466526031494
0,0.5,10.324098587036133,0.8333333134651184,10.252745628356934
1,0.7105262875556946,9.518991470336914,0.3333333432674408,9.866745948791504
2,0.8245614171028137,8.99068832397461,0.5,9.517549514770508
3,0.8771929740905762,8.465021133422852,0.5,9.15085220336914
4,0.8508771657943726,8.160840034484863,0.5,8.796042442321777
5,0.9561403393745422,7.643586158752441,0.6666666865348816,8.472094535827637
6,0.9561403393745422,7.365072250366211,1.0,8.078706741333008
7,0.9473684430122375,7.000765800476074,0.6666666865348816,7.738724708557129
8,0.9824561476707458,6.610809326171875,0.6666666865348816,7.488996505737305
9,0.9385964870452881,6.447534084320068,0.3333333432674408,7.267014026641846
10,0.9736841917037964,6.070145130157471,0.6666666865348816,6.867515563964844
11,0.9736841917037964,5.791998863220215,0.6666666865348816,6.531619071960449
12,0.9649122953414917,5.522640228271484,0.6666666865348816,6.244500160217285
13,0.9912280440330505,5.257708549499512,1.0,5.93917179107666
14,0.9736841917037964,5.072344779968262,1.0,5.653412342071533
15,0.9824561476707458,4.813918590545654,1.0,5.373495578765869
16,1.0,4.5901079177856445,1.0,5.133703708648682
17,0.9736841917037964,4.474360466003418,0.6666666865348816,5.206188201904297
18,0.9824561476707458,4.223701477050781,0.5,5.357498645782471
19,0.9736841917037964,4.093350410461426,0.5,5.01836633682251
20,0.9912280440330505,3.8789477348327637,0.6666666865348816,4.963937759399414
21,0.9561403393745422,3.7894198894500732,0.3333333432674408,5.050347805023193
22,0.9912280440330505,3.5909364223480225,0.3333333432674408,5.245115280151367
23,0.9649122953414917,3.5035858154296875,0.5,4.919467926025391
24,0.9912280440330505,3.322629451751709,0.5,4.278369903564453
25,0.9736841917037964,3.200700521469116,0.5,4.506162166595459
26,0.9912280440330505,3.1039819717407227,0.5,4.492173671722412
27,0.9473684430122375,3.059971332550049,0.5,4.163847923278809
28,0.9824561476707458,2.9085681438446045,0.3333333432674408,4.2508745193481445
29,0.9736841917037964,2.7825865745544434,0.3333333432674408,4.281148910522461
30,0.9824561476707458,2.6776986122131348,0.5,4.215672492980957
31,0.9912280440330505,2.5703907012939453,0.5,4.233470439910889
32,0.9912280440330505,2.514822006225586,0.5,4.051339626312256
33,0.9912280440330505,2.415506362915039,0.5,4.192704200744629
34,0.9736841917037964,2.3626503944396973,0.5,4.182857990264893
35,0.9649122953414917,2.2919845581054688,0.3333333432674408,4.46026611328125
36,0.9824561476707458,2.204333782196045,0.1666666716337204,4.433723449707031
37,0.9912280440330505,2.1387767791748047,0.1666666716337204,4.539820671081543
0,0.4649122953414917,10.398412704467773,0.6666666865348816,10.334500312805176
1,0.7543859481811523,9.48513412475586,0.6666666865348816,9.891962051391602
2,0.859649121761322,8.944060325622559,0.6666666865348816,9.484256744384766
3,0.8859649300575256,8.505996704101562,0.6666666865348816,9.10311508178711
4,0.9122806787490845,8.032380104064941,0.6666666865348816,8.760492324829102
5,0.9561403393745422,7.632107257843018,0.5,8.369691848754883
6,0.9210526347160339,7.492818832397461,0.6666666865348816,8.0143404006958
7,0.9736841917037964,6.940980911254883,0.8333333134651184,7.7293620109558105
8,0.9385964870452881,6.661727428436279,1.0,7.361752510070801
9,0.9649122953414917,6.343397617340088,1.0,7.042504787445068
0,0.5175438523292542,10.227062225341797,0.6666666865348816,10.267297744750977
1,0.8157894611358643,9.328810691833496,0.6666666865348816,9.876275062561035
2,0.9122806787490845,8.795782089233398,0.6666666865348816,9.483807563781738
3,0.9385964870452881,8.370240211486816,0.6666666865348816,9.035318374633789
4,0.8859649300575256,8.00744342803955,0.6666666865348816,8.706269264221191
5,0.9649122953414917,7.488561153411865,0.5,8.407922744750977
6,0.9736841917037964,7.186378002166748,0.1666666716337204,8.180811882019043
7,0.9649122953414917,6.894676208496094,0.1666666716337204,7.8671698570251465
8,0.9912280440330505,6.477162837982178,0.5,7.478091716766357
9,0.9736841917037964,6.191186904907227,0.1666666716337204,7.22040319442749
0,0.6228070259094238,10.14940071105957,0.5,10.284536361694336
1,0.8684210777282715,9.208578109741211,0.1666666716337204,9.91925048828125
2,0.8947368264198303,8.779478073120117,0.6666666865348816,9.467449188232422
3,0.9473684430122375,8.281620979309082,0.6666666865348816,9.062128067016602
4,0.9561403393745422,7.90438985824585,1.0,8.647665023803711
5,0.9649122953414917,7.459413528442383,0.6666666865348816,8.2479248046875
6,0.9385964870452881,7.109553337097168,0.8333333134651184,7.883285999298096
7,0.9561403393745422,6.813094139099121,0.5,7.607616901397705
8,0.9736841917037964,6.426573753356934,0.3333333432674408,7.342401027679443
9,0.9649122953414917,6.166903018951416,0.3333333432674408,7.100167751312256
0,0.7105262875556946,5.4305267333984375,0.1666666716337204,5.8866286277771
1,0.9122806787490845,4.795557022094727,0.1666666716337204,5.737996578216553
2,0.9736841917037964,4.582577705383301,0.3333333432674408,5.540596008300781
3,0.9649122953414917,4.359306812286377,0.6666666865348816,5.354837894439697
4,0.9298245906829834,4.2501301765441895,1.0,5.173083782196045
5,0.9649122953414917,4.046563148498535,0.8333333134651184,4.9811110496521
6,0.9824561476707458,3.913259744644165,0.8333333134651184,4.889755725860596
7,0.9736841917037964,3.743291139602661,0.6666666865348816,4.836841583251953
8,0.9736841917037964,3.6092793941497803,0.3333333432674408,4.661516189575195
9,1.0,3.4529800415039062,0.6666666865348816,4.4252705574035645
0,0.5526315569877625,1.0422561168670654,1.0,1.2939788103103638
1,0.8684210777282715,0.3934137225151062,0.8333333134651184,1.2205406427383423
2,0.9210526347160339,0.2486158311367035,0.8333333134651184,1.1640700101852417
3,0.9473684430122375,0.13091683387756348,0.6666666865348816,1.1050702333450317
4,0.9561403393745422,0.16818517446517944,1.0,0.9786000847816467
