epoch,accuracy,loss,val_accuracy,val_loss
5,0.9561403393745422,0.13709725439548492,1.0,0.9031960964202881
6,0.9824561476707458,0.05408567935228348,0.8333333134651184,0.8607441782951355
7,0.9561403393745422,0.0966821238398552,0.8333333134651184,0.8277280330657959
8,0.9824561476707458,0.07628057897090912,0.8333333134651184,0.8014683127403259
9,0.9736841917037964,0.044518403708934784,0.8333333134651184,0.7782353758811951
0,0.44736841320991516,1.3131954669952393,0.5,1.2762975692749023
1,0.7280701994895935,0.6584524512290955,0.5,1.2767200469970703
2,0.8421052694320679,0.4712558388710022,0.5,1.244566798210144
3,0.8771929740905762,0.4019149839878082,0.5,1.2306556701660156
4,0.8859649300575256,0.32091203331947327,0.5,1.248368501663208
5,0.9385964870452881,0.17351968586444855,0.5,1.2835925817489624
6,0.9122806787490845,0.15462037920951843,0.5,1.2763633728027344
7,0.9649122953414917,0.11264973133802414,0.5,1.210953712463379
8,0.9736841917037964,0.07252544909715652,0.5,1.1822257041931152
9,0.9736841917037964,0.08561567217111588,0.5,1.1767784357070923
0,0.6140350699424744,0.9111868739128113,1.0,1.2984346151351929
1,0.9210526347160339,0.28185755014419556,1.0,1.2620501518249512
2,0.9561403393745422,0.17431631684303284,0.8333333134651184,1.216056227684021
3,0.9561403393745422,0.10517685860395432,1.0,1.190603494644165
4,0.9736841917037964,0.15303650498390198,0.5,1.1353832483291626
5,1.0,0.030804822221398354,0.3333333432674408,1.1968079805374146
6,0.9649122953414917,0.058547914028167725,0.3333333432674408,1.2545486688613892
7,0.9649122953414917,0.06364989280700684,0.5,1.1260813474655151
8,0.9649122953414917,0.1016627848148346,0.8333333134651184,1.0580569505691528
9,1.0,0.02320525422692299,0.8333333134651184,1.1691051721572876
0,0.5,1.0857051610946655,0.0,1.3698081970214844
1,0.7894737124443054,0.5856932401657104,0.1666666716337204,1.2926229238510132
2,0.8859649300575256,0.2976222336292267,0.5,1.2334505319595337
3,0.9035087823867798,0.26172518730163574,0.5,1.2455157041549683
4,0.9561403393745422,0.15099568665027618,0.5,1.2591203451156616
5,0.9473684430122375,0.13799262046813965,0.5,1.2484632730484009
6,0.9824561476707458,0.1496427059173584,0.3333333432674408,1.3304591178894043
7,0.9473684430122375,0.13277025520801544,0.3333333432674408,1.2711831331253052
0,0.5614035129547119,1.0072706937789917,0.6666666865348816,1.2967807054519653
1,0.8684210777282715,0.48641812801361084,0.6666666865348816,1.2442036867141724
2,0.8947368264198303,0.26130878925323486,0.6666666865348816,1.188437819480896
3,0.9473684430122375,0.20091257989406586,0.6666666865348816,1.154579758644104
4,0.9736841917037964,0.09819573909044266,0.6666666865348816,1.1539074182510376
5,0.9561403393745422,0.1769300252199173,0.6666666865348816,1.112958312034607
6,0.9473684430122375,0.08214285224676132,0.6666666865348816,1.1256948709487915
7,0.9561403393745422,0.07747452706098557,0.6666666865348816,1.0990484952926636
8,1.0,0.037236202508211136,0.6666666865348816,1.08881413936615
9,0.9736841917037964,0.10827207565307617,0.6666666865348816,1.062803864479065
0,0.5964912176132202,0.9266097545623779,0.6666666865348816,1.2947605848312378
1,0.9298245906829834,0.31729334592819214,0.6666666865348816,1.2071741819381714
2,0.9649122953414917,0.13029499351978302,0.5,1.1657516956329346
3,0.9736841917037964,0.0804617702960968,0.5,1.1458977460861206
4,0.9385964870452881,0.12309225648641586,0.5,1.1279088258743286
5,0.9561403393745422,0.15286822617053986,0.5,1.0938881635665894
6,0.9473684430122375,0.17246989905834198,0.5,1.0583597421646118
7,0.9736841917037964,0.061103835701942444,0.6666666865348816,1.0239453315734863
8,0.9298245906829834,0.23506733775138855,0.5,1.0718660354614258
9,0.9649122953414917,0.14612126350402832,0.5,1.0698267221450806
0,0.6140350699424744,0.9420191645622253,0.6666666865348816,1.302074909210205
1,0.8421052694320679,0.4520513117313385,0.3333333432674408,1.281669020652771
2,0.9122806787490845,0.27131354808807373,0.3333333432674408,1.255342960357666
3,0.9561403393745422,0.1200888380408287,0.3333333432674408,1.232325553894043
4,0.9736841917037964,0.07753003388643265,1.0,1.1576861143112183
5,0.9561403393745422,0.1318550705909729,1.0,1.0953394174575806
6,0.9736841917037964,0.09258534759283066,0.5,1.1866586208343506
7,0.9561403393745422,0.09075528383255005,0.5,1.2531780004501343
8,1.0,0.03667560964822769,0.5,1.2822524309158325
9,0.9824561476707458,0.07197202742099762,0.5,1.2743664979934692
10,0.9736841917037964,0.0700145810842514,0.5,1.229878544807434
0,0.48245614767074585,10.387020111083984,0.3333333432674408,10.283034324645996
1,0.8947368264198303,9.238962173461914,0.3333333432674408,9.959251403808594
2,0.9298245906829834,8.75736141204834,0.0,9.632885932922363
3,0.9473684430122375,8.249980926513672,0.0,9.200129508972168
4,0.9561403393745422,7.863574981689453,0.1666666716337204,8.812814712524414
5,0.9649122953414917,7.439003944396973,0.3333333432674408,8.485509872436523
6,0.9824561476707458,7.04904317855835,0.3333333432674408,8.108223915100098
7,1.0,6.660555839538574,0.3333333432674408,7.705246448516846
8,0.9824561476707458,6.332589149475098,0.3333333432674408,7.443256855010986
9,1.0,5.990216255187988,0.3333333432674408,7.204292297363281
10,1.0,5.663974761962891,0.3333333432674408,6.9225640296936035
11,0.9824561476707458,5.364944934844971,0.3333333432674408,6.726191997528076
12,0.9824561476707458,5.110818862915039,0.3333333432674408,6.625916481018066
13,1.0,4.808489799499512,0.3333333432674408,6.429492950439453
14,0.9824561476707458,4.590167045593262,0.3333333432674408,6.205374717712402
0,0.5526315569877625,10.298661231994629,0.1666666716337204,10.404070854187012
1,0.8508771657943726,9.268848419189453,0.1666666716337204,10.045900344848633
2,0.8859649300575256,8.78181266784668,0.1666666716337204,9.760340690612793
3,0.9385964870452881,8.288528442382812,0.3333333432674408,9.396692276000977
4,0.9298245906829834,7.9738287925720215,0.5,8.992205619812012
5,0.9473684430122375,7.55719518661499,0.5,8.682461738586426
6,0.9736841917037964,7.114407062530518,0.5,8.50654125213623
7,0.9649122953414917,6.81540584564209,0.5,8.15855884552002
8,0.9824561476707458,6.433557987213135,0.5,7.793801307678223
9,0.9824561476707458,6.147856712341309,0.5,7.46010160446167
10,0.9649122953414917,5.862882137298584,0.5,7.1331095695495605
11,0.9649122953414917,5.602895259857178,0.5,6.825228691101074
12,0.9824561476707458,5.329151630401611,0.5,6.600673675537109
13,0.9561403393745422,5.157781600952148,0.3333333432674408,6.365910530090332
14,0.9824561476707458,4.848791122436523,0.5,6.214583873748779
0,0.5175438523292542,1.184661865234375,1.0,1.2377053499221802
1,0.7543859481811523,0.5786213278770447,0.8333333134651184,1.1833717823028564
2,0.8684210777282715,0.34697651863098145,0.8333333134651184,1.1233512163162231
3,0.9649122953414917,0.16152432560920715,0.8333333134651184,1.039824366569519
4,0.9824561476707458,0.10271091014146805,0.8333333134651184,0.9263940453529358
5,0.9736841917037964,0.06500166654586792,0.6666666865348816,0.915788471698761
6,0.9649122953414917,0.16992159187793732,0.3333333432674408,0.9557914733886719
7,0.9736841917037964,0.11667418479919434,0.5,0.8516095280647278
8,0.9122806787490845,0.23750853538513184,0.3333333432674408,0.9136075377464294
9,0.9649122953414917,0.17234788835048676,0.5,0.9378110766410828
10,0.9210526347160339,0.17920023202896118,0.5,0.9212067723274231
11,0.9561403393745422,0.17710033059120178,0.3333333432674408,1.0730385780334473
12,0.9561403393745422,0.12926915287971497,0.3333333432674408,1.1664165258407593
0,0.5964912176132202,0.8696579337120056,0.1666666716337204,1.3729475736618042
1,0.8508771657943726,0.4110834002494812,0.1666666716337204,1.3921136856079102
2,0.9473684430122375,0.26918303966522217,0.1666666716337204,1.3565789461135864
3,0.8859649300575256,0.21347400546073914,0.1666666716337204,1.3608813285827637
4,0.9736841917037964,0.1168554276227951,0.1666666716337204,1.4072437286376953
5,1.0,0.03345135226845741,0.1666666716337204,1.4467954635620117
6,0.9649122953414917,0.12271067500114441,0.1666666716337204,1.4458895921707153
7,0.9561403393745422,0.2390936315059662,0.3333333432674408,1.5111538171768188
0,0.5350877046585083,1.0578526258468628,0.3333333432674408,1.3325004577636719
1,0.8157894611358643,0.5253010392189026,0.6666666865348816,1.2758235931396484
2,0.8859649300575256,0.29397714138031006,0.1666666716337204,1.30754816532135
3,0.9473684430122375,0.18641775846481323,0.0,1.3062891960144043
4,0.9649122953414917,0.10336574167013168,0.0,1.2992191314697266
5,0.9649122953414917,0.08726054430007935,0.0,1.3401247262954712
6,0.9561403393745422,0.0787373036146164,0.6666666865348816,1.209513783454895
7,0.9473684430122375,0.1594018191099167,0.3333333432674408,1.291784405708313
8,0.9824561476707458,0.04487376660108566,0.1666666716337204,1.432824730873108
9,0.9824561476707458,0.04701041802763939,0.0,1.5834507942199707
0,0.4649122953414917,1.1570298671722412,0.3333333432674408,1.339524269104004
1,0.8859649300575256,0.42561179399490356,0.5,1.3259122371673584
2,0.9122806787490845,0.2991790175437927,0.5,1.3023167848587036
3,0.9385964870452881,0.19030936062335968,0.5,1.2361000776290894
4,0.9561403393745422,0.09898705780506134,0.5,1.1774095296859741
5,0.9912280440330505,0.0554429292678833,0.5,1.1529788970947266
6,0.9912280440330505,0.024793947115540504,0.5,1.1480655670166016
7,0.9736841917037964,0.09434117376804352,0.5,1.117881417274475
8,0.9912280440330505,0.02020232006907463,0.5,1.0149105787277222
9,1.0,0.014858854934573174,0.5,0.9947164058685303
